transaction_date,card,merchant,amount_cad
2025-01-27,cibc-2451,"IMPARK00090025U TORONTO, ON",5.00
2025-01-27,cibc-2451,PAYMENT PROTECTOR PREMIUM 800-893-2862,7.59
2025-01-27,cibc-2451,PAYMENT PROTECTOR PREMIUM TAX,0.61
2025-01-27,cibc-2451,"T&T SUPERMARKET #011 MARKHAM, ON",21.81
2025-01-27,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.04
2025-01-27,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",25.39
2025-01-27,cibc-2451,TAOBAO.COM 125 LONDON WA,169.92
2025-01-28,amex-1001,AMZN MKTP CA*Z77B99GK2  WWW.AMAZON.CA,18.07
2025-01-28,amex-1001,AMZN MKTP CA*ZC1O71CO1  WWW.AMAZON.CA,22.59
2025-01-28,amex-1001,CHIPOTLE 1468           TORONTO,17.65
2025-01-28,amex-1001,RIOCAN YEC              NORTH YORK,24.00
2025-01-28,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.31
2025-01-28,cibc-8359,"COSTCO GAS W524 ETOBICOKE, ON",68.71
2025-01-28,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",76.24
2025-01-29,amex-1001,=HOLYCOWSTEAKHOUSE 001  TORONTO,19.54
2025-01-29,amex-1001,AHC BROTHERS INC        TORONTO,29.84
2025-01-29,amex-1001,AMZN MKTP CA*ZC6QI4ZM1  WWW.AMAZON.CA,360.47
2025-01-29,amex-1001,GOOGLE *HEADSPACE INC   G.CO/HELPPAY#,101.69
2025-01-29,amex-1001,ROGERS ******0136       888-764-3771,11.30
2025-01-30,cibc-2451,"N15 STUDIO TORONTO, ON",55.37
2025-01-30,cibc-2451,"N15 STUDIO TORONTO, ON",56.95
2025-01-30,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",16.19
2025-01-31,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",10.46
2025-02-02,amex-1001,AMZN MKTP CA*ZC4O16KM1  WWW.AMAZON.CA,57.85
2025-02-03,amex-1001,BELL CANADA (OB)        MONTREAL,212.75
2025-02-03,cibc-2451,"Amazon.ca Prime Member amazon.ca/pri, BC",11.29
2025-02-03,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.02
2025-02-03,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",14.22
2025-02-03,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.492776",67.16
2025-02-03,cibc-8359,"COSTCO *ANNUAL RENEWAL 800-463-3783, ON",146.90
2025-02-04,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,244.70
2025-02-04,cibc-2451,**CASH ADVANCE - AVANCE D E FONDS**,300.00
2025-02-04,cibc-2451,CASH ADV/BT/CONV CHQ FEE,5.00
2025-02-04,cibc-2451,"LEE CHEN ASIAN BISTRO TORONTO, ON",20.69
2025-02-05,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",7.99
2025-02-05,cibc-8359,"T&T SUPERMARKET #032 TORONTO, ON",23.44
2025-02-06,amex-1001,TASTY CHINESE FOOD TORO TORONTO,14.22
2025-02-06,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",9.99
2025-02-07,amex-1001,2403384 ONTARIO LIMITED CALEDON,14.19
2025-02-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,12.99
2025-02-07,cibc-2451,"AMAZON* ZC5I49OY0 VANCOUVER, BC",-25.98
2025-02-07,cibc-2451,"AMAZON* ZC5I49OY0 VANCOUVER, BC",-25.98
2025-02-07,cibc-2451,"AMAZON* ZG93K3Q60 VANCOUVER, BC",-27.07
2025-02-07,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",14.57
2025-02-08,amex-1001,REXALL PHARMACY #8141 T TORONTO,11.84
2025-02-08,amex-1001,REXALL PHARMACY #8141 T TORONTO,19.20
2025-02-08,amex-1001,TIM HORTONS #3143       TORONTO,8.49
2025-02-09,amex-1001,BUSINESS INSIDER        NEW YORK,16.89
2025-02-10,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,21.84
2025-02-10,amex-1001,TORONTO RSD - PARKING T TORONTO,59.87
2025-02-10,cibc-2451,CASH ADV/BT/CONV CHQ FEE,5.00
2025-02-10,cibc-2451,"GOL'S LANZHOU NOODLE NORTH YORK, ON",27.57
2025-02-10,cibc-2451,Onlyfans.Com London 19.21 USD @ 1.470588,28.25
2025-02-10,cibc-2451,"T&T SUPERMARKET #022 UNIONVILLE, ON",31.69
2025-02-10,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",23.42
2025-02-10,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",22.60
2025-02-10,cibc-2451,"TORONTO WESTERN HOSPIT 416-595-7136, ON",9.00
2025-02-10,cibc-2451,"Wise Payments Canada Inc. Ottawa, ON",30.81
2025-02-11,amex-1001,NEW WOK NEW WOK         TORONTO,15.50
2025-02-11,cibc-2451,"SQUARE ONE INSURANCE SERV VANCOUVER, BC",13.62
2025-02-11,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",24.58
2025-02-12,amex-1001,=HOLYCOWSTEAKHOUSE 001  TORONTO,18.39
2025-02-12,amex-1001,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50
2025-02-12,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",21.34
2025-02-12,cibc-8359,"COSTCO GAS W524 ETOBICOKE, ON",73.00
2025-02-12,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",3.00
2025-02-12,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",28.87
2025-02-13,amex-1001,2403384 ONTARIO LIMITED CALEDON,12.59
2025-02-13,amex-1001,PAYMENT RECEIVED - THANK YOU,-335.98
2025-02-13,cibc-2451,"AMAZON* Q154E2JD3 VANCOUVER, BC",29.99
2025-02-13,cibc-2451,"AMAZON.COM * 5U6FM1IZ3 VANCOUVER, BC",14.66
2025-02-13,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.05
2025-02-14,amex-1001,HOMETOWN ROAD 001       TORONTO,20.30
2025-02-14,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-1563.30
2025-02-14,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",10.07
2025-02-14,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",29.91
2025-02-14,cibc-8359,PAYMENT THANK YOU/PAIEMEN T MERCI,-472.99
2025-02-15,amex-1001,TIM HORTONS #3143       TORONTO,2.29
2025-02-17,amex-1001,NETFLIX.COM             844-505-2993,6.77
2025-02-18,amex-1001,CHIPOTLE 1468           TORONTO,19.94
2025-02-18,amex-1001,METRO  752              TORONTO,13.55
2025-02-18,amex-1001,RIOCAN YEC              NORTH YORK,13.50
2025-02-18,cibc-2451,STEAM PURCHASE SEATTLE,101.69
2025-02-18,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",13.98
2025-02-18,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",31.22
2025-02-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2025-02-19,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-02-19,cibc-2451,"IMPARK00090025U TORONTO, ON",5.00
2025-02-19,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",11.29
2025-02-20,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-02-20,amex-1001,REXALL PHARMACY #8141 T TORONTO,12.97
2025-02-20,amex-1001,SP AM0MENT_-BOOKS       TORONTO,28.24
2025-02-20,cibc-2451,"Columbia Sportswear CA London, ON",157.06
2025-02-20,cibc-2451,"METERGY/EZ-PAY 866-449-4423, ON",79.49
2025-02-20,cibc-2451,"METERGY/EZ-PAY FEE 800-766-6616, ON",1.39
2025-02-20,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",26.18
2025-02-21,cibc-2451,"AMAZON* NX9901LH3 VANCOUVER, BC",29.37
2025-02-21,cibc-2451,"AMAZON.COM * A872P0YY3 VANCOUVER, BC",8.09
2025-02-21,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.41
2025-02-22,amex-1001,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68
2025-02-22,amex-1001,TIM HORTONS #3143       TORONTO,11.29
2025-02-23,amex-1001,GOOGLE *CHATGPT         G.CO/HELPPAY#,30.50
2025-02-23,amex-1001,KATSUYA 001             NORTH YORK,28.46
2025-02-24,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-02-24,cibc-2451,"AMAZON.COM * NO8KY8083 VANCOUVER, BC",49.08
2025-02-24,cibc-2451,"AMAZON.COM * OF5BS0VZ3 VANCOUVER, BC",22.47
2025-02-24,cibc-2451,"DOORDASHDASHPASS DOWNTOWN TORO, ON",11.29
2025-02-24,cibc-2451,"Fjallraven Vancouver, BC",146.84
2025-02-24,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",15.80
2025-02-24,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",26.24
2025-02-24,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",34.81
2025-02-24,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",16.04
2025-02-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2025-02-25,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-02-25,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2025-02-25,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",27.58
2025-02-26,amex-1001,2403384 ONTARIO LIMITED CALEDON,2.37
2025-02-26,amex-1001,2403384 ONTARIO LIMITED CALEDON,14.23
2025-02-26,amex-1001,AMZN MKTP CA*F50TY5783  WWW.AMAZON.CA,33.89
2025-02-26,amex-1001,FELIX HEALTH INC.       TORONTO,315.00
2025-02-26,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.67
2025-02-27,cibc-2451,CASH INTEREST,4.01
2025-02-27,cibc-2451,PAYMENT PROTECTOR PREMIUM 833-666-4295,5.13
2025-02-27,cibc-2451,PAYMENT PROTECTOR PREMIUM TAX,0.41
2025-02-27,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",11.81
2025-02-27,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",16.46
2025-02-27,cibc-2451,"TEMU.COM VICTORIA, BC",23.33
2025-02-28,amex-1001,2403384 ONTARIO LIMITED CALEDON,12.99
2025-02-28,amex-1001,PAYMENT RECEIVED - THANK YOU,-721.90
2025-02-28,amex-1001,RABBA FINE FOODS #171   TORONTO,11.27
2025-02-28,cibc-2451,**CASH ADVANCE - AVANCE D E FONDS**,300.00
2025-02-28,cibc-2451,CASH ADV/BT/CONV CHQ FEE,5.00
2025-02-28,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",16.33
2025-02-28,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.22
2025-03-01,amex-1001,ROGERS ******0136       888-764-3771,11.30
2025-03-02,amex-1001,CINEPLEX #7130          TORONTO,24.58
2025-03-02,amex-1001,PETRO-CANADA 59041      TORONTO,77.49
2025-03-02,amex-1001,SOM TUM JINDA 001       TORONTO,37.34
2025-03-02,amex-1001,TIM HORTONS #2773       TORONTO,7.76
2025-03-02,amex-1001,TIM HORTONS #3143       TORONTO,12.97
2025-03-03,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,25.98
2025-03-03,cibc-2451,"AMAZON* 5X8RW4B83 VANCOUVER, BC",37.71
2025-03-03,cibc-2451,"Amazon.ca Prime Member amazon.ca/pri, BC",11.29
2025-03-03,cibc-2451,INTEREST REVERSAL,-0.29
2025-03-03,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-462.67
2025-03-03,cibc-2451,"T&T SUPERMARKET #035 TORONTO, ON",9.03
2025-03-03,cibc-2451,"T&T SUPERMARKET #035 TORONTO, ON",13.09
2025-03-03,cibc-2451,TAOBAO.COM 125 LONDON WA,155.22
2025-03-03,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.483663",66.75
2025-03-04,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,264.40
2025-03-04,amex-1001,GERMAN DONER KEBAB GERM TORONTO,25.32
2025-03-04,amex-1001,REXALL PHARMACY #8141 T TORONTO,17.50
2025-03-04,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-864.37
2025-03-04,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",16.46
2025-03-04,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",30.14
2025-03-05,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,22.08
2025-03-05,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.71
2025-03-06,amex-1001,BELL CANADA (OB)        MONTREAL,176.22
2025-03-06,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.83
2025-03-06,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",91.64
2025-03-07,amex-1001,BINGZ CRISPY BURGER (F  DON MILLS NORTH,11.29
2025-03-07,amex-1001,BINGZ CRISPY BURGER FA  TORONTO,3.14
2025-03-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,12.99
2025-03-07,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",13.37
2025-03-08,amex-1001,TIM HORTONS #3143       TORONTO,16.69
2025-03-09,amex-1001,BUSINESS INSIDER        NEW YORK,16.89
2025-03-09,amex-1001,CHIPOTLE #2142          TORONTO,14.75
2025-03-10,cibc-2451,Onlyfans.Com London 19.21 USD @ 1.478917,28.41
2025-03-10,cibc-2451,"T&T SUPERMARKET #035 TORONTO, ON",9.03
2025-03-10,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",16.04
2025-03-10,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",22.60
2025-03-11,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-03-11,cibc-2451,"SQUARE ONE INSURANCE SERV VANCOUVER, BC",13.62
2025-03-11,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",27.88
2025-03-11,cibc-2451,"YOU DON YA TORONTO, ON",33.54
2025-03-12,amex-1001,2403384 ONTARIO LIMITED CALEDON,15.36
2025-03-12,amex-1001,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50
2025-03-12,amex-1001,RABBA FINE FOODS #171   TORONTO,10.30
2025-03-12,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.86
2025-03-13,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",23.63
2025-03-14,amex-1001,CHEFFREY ARTISANAL BIS  TORONTO,79.84
2025-03-14,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-03-14,amex-1001,RABBA FINE FOODS #171   TORONTO,26.19
2025-03-14,cibc-2451,"IMPARK00090025U TORONTO, ON",5.00
2025-03-14,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.41
2025-03-15,amex-1001,SWISS CHALET #1220/H    TORONTO,33.08
2025-03-16,amex-1001,BINGZ CRISPY BURGER 001 TORONTO,19.19
2025-03-16,amex-1001,TACO BELL TACO BELL     SCARBOROUGH,8.01
2025-03-17,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-03-17,amex-1001,NETFLIX.COM             866-716-0414,9.03
2025-03-17,cibc-2451,"AMAZON.COM * O78YY7CB3 VANCOUVER, BC",56.46
2025-03-17,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",16.04
2025-03-18,cibc-2451,**CASH ADVANCE - AVANCE D E FONDS**,300.00
2025-03-18,cibc-2451,"AMAZON* I90Q219N3 VANCOUVER, BC",69.11
2025-03-18,cibc-2451,CASH ADV/BT/CONV CHQ FEE,5.00
2025-03-18,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",15.90
2025-03-18,cibc-8359,"COSTCO GAS W524 ETOBICOKE, ON",64.44
2025-03-18,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",1.58
2025-03-18,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",87.82
2025-03-19,amex-1001,2403384 ONTARIO LIMITED CALEDON,15.36
2025-03-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2025-03-19,amex-1001,TIM HORTONS #3143       TORONTO,7.90
2025-03-19,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",14.63
2025-03-20,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,25.98
2025-03-20,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",15.80
2025-03-20,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",14.03
2025-03-21,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-03-21,amex-1001,GOOGLE *CMBUS           G.CO/HELPPAY#,248.59
2025-03-21,amex-1001,MCDONALD'S #11787  Q04  UNIONVILLE,20.32
2025-03-21,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-03-21,cibc-2451,"METERGY/EZ-PAY 866-449-4423, ON",141.21
2025-03-21,cibc-2451,"METERGY/EZ-PAY FEE 800-766-6616, ON",2.47
2025-03-21,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.88
2025-03-22,amex-1001,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68
2025-03-22,amex-1001,THAI BARN NA MISSISSAUG MISSISSAUGA,70.05
2025-03-22,amex-1001,XE KEM 001              MISSISSAUGA,13.00
2025-03-23,amex-1001,GOOGLE *CHATGPT         G.CO/HELPPAY#,30.50
2025-03-23,amex-1001,TIM HORTONS #3143       TORONTO,22.00
2025-03-24,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-03-24,amex-1001,RABBA FINE FOODS #171   TORONTO,5.99
2025-03-24,cibc-2451,"DOORDASHDASHPASS DOWNTOWN TORO, ON",11.29
2025-03-25,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-03-25,amex-1001,AUDIBLE CA*HK67H4AN3    AMZN.COM/BILL,15.70
2025-03-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2025-03-25,amex-1001,PAYMENT RECEIVED - THANK YOU,-1571.99
2025-03-25,amex-1001,TIM HORTONS #3143       TORONTO,10.48
2025-03-25,cibc-2451,"N15 STUDIO TORONTO, ON",54.58
